text,cleaned_text,category,label,urgency
I want to see the cancellation fees,want see cancellation fee,complaint,0,low
i need help to see the cancellation penalty,need help see cancellation penalty,complaint,0,medium
show cancellation penalty,show cancellation penalty,complaint,0,low
how could I check the early termination fees?,could check early termination fee,complaint,0,low
where do I check the early exit fee?,check early exit fee,complaint,0,low
"I have to see the early exit penalty, I need help",see early exit penalty need help,complaint,0,medium
i do not know how to see the cancellation penalty,know see cancellation penalty,complaint,0,low
is it possible to chcek the termination charges?,possible chcek termination charge,complaint,0,low
"I want to check the early exit charges, how to do it?",want check early exit charge,complaint,0,low
how to see the cancellation penalty,see cancellation penalty,complaint,0,low
where do i check the early termination charge,check early termination charge,complaint,0,low
can I see the termination penalty?,see termination penalty,complaint,0,low
i do not know how i can see the early exit charges,know see early exit charge,complaint,0,low
I have to check the termination fees,check termination fee,complaint,0,low
assistance checking the early exit fee,assistance checking early exit fee,complaint,0,low
can ushow me hte cancellation fees,ushow hte cancellation fee,complaint,0,low
I want assistance to check the early exit penalty,want assistance check early exit penalty,complaint,0,low
"I cannot find the termination penalties, I need assistance",cannot find termination penalty need assistance,complaint,0,low
can uhelp me check the bloody early termination charge,uhelp check bloody early termination charge,complaint,0,medium
how to see the cancellation penalty?,see cancellation penalty,complaint,0,low
can youhelp me to check the cancellation fee?,youhelp check cancellation fee,complaint,0,medium
"I have got to see the cancellation penalty, how can I do it?",got see cancellation penalty,complaint,0,low
I don't know how to see the early exit charges,dont know see early exit charge,complaint,0,low
can you show me the termination fees?,show termination fee,complaint,0,low
"I have to check the withdrawal charge, how can I do it?",check withdrawal charge,complaint,0,low
I need to check the early terfmination fee,need check early terfmination fee,complaint,0,low
is it possible to check the early termination charges?,possible check early termination charge,complaint,0,low
I want helo to check the cancellation fee,want helo check cancellation fee,complaint,0,low
I want assistance seeing the early termination fee,want assistance seeing early termination fee,complaint,0,low
were can I check the early termination penalty?,check early termination penalty,complaint,0,low
withdrawal fee,withdrawal fee,complaint,0,low
"I want to check the termination penalty, help me",want check termination penalty help,complaint,0,medium
can uhelp me seeing the cancellation charge,uhelp seeing cancellation charge,complaint,0,medium
I want to see the early exit penalty,want see early exit penalty,complaint,0,low
I do not know what I have to do to check te cancellation fee,know check te cancellation fee,complaint,0,low
seeing early exit penalty,seeing early exit penalty,complaint,0,low
can uhelp me ot check the goddamn early exit penalties,uhelp ot check goddamn early exit penalty,complaint,0,medium
"I want to see the withdrawal fees, how can I do it?",want see withdrawal fee,complaint,0,low
assistance checking the termination fees,assistance checking termination fee,complaint,0,low
I need to see the goddamn cancellation fee,need see goddamn cancellation fee,complaint,0,low
wanna check the withdrawal penalty help me,wanna check withdrawal penalty help,complaint,0,medium
is it possbile to see the withdrawal fees?,possbile see withdrawal fee,complaint,0,low
I don't know how I can check the cancellatio charges,dont know check cancellatio charge,complaint,0,low
i want assistance seeing the termination fees,want assistance seeing termination fee,complaint,0,low
I want assistsnce seeing the withdrawal penalty,want assistsnce seeing withdrawal penalty,complaint,0,low
I want help seeing the withdrawal penalties,want help seeing withdrawal penalty,complaint,0,medium
I want help to check the early termination charge,want help check early termination charge,complaint,0,medium
seeing withdrawal charges,seeing withdrawal charge,complaint,0,low
I want assistance to check the termination peenalty,want assistance check termination peenalty,complaint,0,low
check cancellation fees,check cancellation fee,complaint,0,low
I don't know how I can check the fucking withdrawal charges,dont know check fucking withdrawal charge,complaint,0,low
